time,temperature,humidity
2024-05-01 00:00:00,22.2133019558281,62.64077717233708
2024-05-01 00:10:00,21.42945840956605,63.391320491010134
2024-05-01 00:20:00,22.840054243706927,64.63213138674351
2024-05-01 00:30:00,23.13011266325716,62.192439804864904
2024-05-01 00:40:00,21.26250382057645,64.00665217152249
2024-05-01 00:50:00,21.872590791710948,62.41259209045424
2024-05-01 01:00:00,23.02871501096883,62.684705042621964
2024-05-01 01:10:00,22.87203564139137,64.54992851126993
2024-05-01 01:20:00,23.234738898734125,58.87146820547069
2024-05-01 01:30:00,22.801226894564223,60.22695886194759
2024-05-01 01:40:00,24.164407225539538,59.813484369555404
2024-05-01 01:50:00,24.24221781967161,58.064235106766134
2024-05-01 02:00:00,23.891235879070447,61.324237064801906
2024-05-01 02:10:00,24.779504217577895,64.12464704745364
2024-05-01 02:20:00,24.46113871705845,61.99676980083993
2024-05-01 02:30:00,23.673707805998916,62.898655218061194
2024-05-01 02:40:00,24.672411803222552,64.61386101070052
2024-05-01 02:50:00,23.879747592199262,65.01900083057266
2024-05-01 03:00:00,25.30002965343792,62.14944688863461
2024-05-01 03:10:00,24.781652152627732,64.91492272235814
2024-05-01 03:20:00,24.815888889835822,62.30801105662377
2024-05-01 03:30:00,24.59441288236558,60.360993561996985
2024-05-01 03:40:00,26.049567541083462,60.75509612795743
2024-05-01 03:50:00,25.20517530595874,58.88705645228837
2024-05-01 04:00:00,25.129787525346263,59.972273668431754
2024-05-01 04:10:00,25.295992969695813,60.92915471439693
2024-05-01 04:20:00,26.024458788309342,63.14529732355703
2024-05-01 04:30:00,26.013387093403736,64.86895835295485
2024-05-01 04:40:00,26.148496082698795,58.54876104441706
2024-05-01 04:50:00,26.259336905430906,61.98096214285359
2024-05-01 05:00:00,27.551169038184007,58.992945938840045
2024-05-01 05:10:00,25.857759802225555,61.89876574608712
2024-05-01 05:20:00,25.8698065837918,60.559216713231635
2024-05-01 05:30:00,25.740667926456034,57.0283489059817
2024-05-01 05:40:00,26.819151672656563,62.41235039777704
2024-05-01 05:50:00,27.251551797996594,59.20825114738847
2024-05-01 06:00:00,26.450388258238952,59.20992527293727
2024-05-01 06:10:00,26.006429081837105,57.994749525604874
2024-05-01 06:20:00,26.07723189223715,58.67935186149476
2024-05-01 06:30:00,27.16499747118076,60.694580475690934
2024-05-01 06:40:00,27.28040310222014,59.30849240180899
2024-05-01 06:50:00,27.186154589236263,60.1898715910069
2024-05-01 07:00:00,26.38114453459457,60.0994289728371
2024-05-01 07:10:00,27.04576157396059,61.857505003644164
2024-05-01 07:20:00,26.9963326709293,58.368853502868355
2024-05-01 07:30:00,27.094264070114075,55.936692215062784
2024-05-01 07:40:00,27.572810823245952,60.85866416801567
2024-05-01 07:50:00,27.136033915548634,57.89297663957729
2024-05-01 08:00:00,27.466524034834247,60.61488756471015
2024-05-01 08:10:00,27.04540688376698,58.9803176235887
2024-05-01 08:20:00,27.202344832499843,57.77735612927619
2024-05-01 08:30:00,27.438763609119402,58.56155488225243
2024-05-01 08:40:00,25.968797328158423,61.588802218313575
2024-05-01 08:50:00,26.752033044692258,61.662013138409755
