time,temp_diff_raw_mean,hum_diff_raw_mean,temp_diff_clean_mean,hum_diff_clean_mean
2024-05-01 00:00:00,0.2596426767314206,7.74563424094918,0.23300034854230844,7.746217008519714
2024-05-01 00:10:00,-0.524200869530631,8.496177559622225,-0.5586816331823634,8.49676032719276
2024-05-01 00:20:00,0.8863949646102469,9.736988455355608,0.866020159299925,9.737571222926142
2024-05-01 00:30:00,1.1764533841604816,7.297296873476995,1.1589791630456574,7.29787964104753
2024-05-01 00:40:00,-0.6911554585202317,9.111509240134588,-0.7273057680618642,9.112092007705122
2024-05-01 00:50:00,-0.08106848738573191,7.517449159066338,-0.11111792721601432,7.518031926636873
2024-05-01 01:00:00,1.0750557318721512,7.789562111234069,1.0565675342344463,7.790144878804604
2024-05-01 01:10:00,0.9183763622946906,9.654785579882024,0.8983213709612095,9.655368347452558
2024-05-01 01:20:00,1.2810796196374454,3.9763252740827895,1.2646516608773943,3.9769080416533242
2024-05-01 01:30:00,0.8475676154675433,5.331815930559685,0.8268045366657937,5.33239869813022
2024-05-01 01:40:00,2.2107479464428543,4.918341438167509,2.2036166709508613,4.918924205738044
2024-05-01 01:50:00,2.288558540574929,3.169092175378225,2.2822053710242507,3.1696749429487596
2024-05-01 02:00:00,1.9375765999737666,6.4290941334140115,1.9277136110170758,6.429676900984546
2024-05-01 02:10:00,2.825844938481211,9.229504116065733,2.824864632909602,9.230086883636268
2024-05-01 02:20:00,2.50747943796177,7.101626869452026,2.503315477384966,7.102209637022561
2024-05-01 02:30:00,1.7200485269022394,8.003512286673299,1.7080102572148306,8.004095054243834
2024-05-01 02:40:00,2.718752524125872,9.718718079312616,2.7167012944107043,9.71930084688315
2024-05-01 02:50:00,1.9260883131025857,10.123857899184763,1.9161104412771763,10.124440666755298
2024-05-01 03:00:00,3.346370374341241,7.254303957246705,3.3505953231282284,7.25488672481724
2024-05-01 03:10:00,2.8279928735310484,10.01977979097024,2.8270340473099367,10.020362558540775
2024-05-01 03:20:00,2.8622296107391456,7.4128681252358675,2.861613151890108,7.413450892806402
2024-05-01 03:30:00,2.6407536032689016,5.465850630609083,2.637922384345167,5.466433398179618
2024-05-01 03:40:00,4.095908261986786,5.859953196569528,4.107628589650222,5.8605359641400625
2024-05-01 03:50:00,3.2515160268620598,3.991913520900468,3.254792432174252,3.9924962884710027
2024-05-01 04:00:00,3.176128246249583,5.077130737043859,3.1786507737556526,5.077713504614394
2024-05-01 04:10:00,3.3423336905991334,6.034011783009028,3.346518272548696,6.034594550579563
2024-05-01 04:20:00,4.070799509212662,8.25015439216913,4.082268749348366,8.250737159739664
2024-05-01 04:30:00,4.059727814307056,9.973815421566947,4.071086337493696,9.974398189137482
2024-05-01 04:40:00,4.194836803602115,3.653618113029161,4.2075464166817085,3.6542008805996957
2024-05-01 04:50:00,4.305677626334223,7.08581921146569,4.319495647641137,7.086401979036225
2024-05-01 05:00:00,5.597509759087327,4.097803007452143,5.6242461017217735,4.0983857750226775
2024-05-01 05:10:00,3.904100523128875,7.00362281469922,3.913902773403734,7.004205582269755
2024-05-01 05:20:00,3.9161473046951194,5.66407378184374,3.9260700227856447,5.664656549414275
2024-05-01 05:30:00,3.7870086473593574,2.1332059745937997,3.7956399788765225,2.1337887421643345
2024-05-01 05:40:00,4.865492393559883,7.517207466389138,4.8849085625390565,7.517790233959673
2024-05-01 05:50:00,5.297892518899918,4.313108216000565,5.321632689132485,4.3136909835710995
2024-05-01 06:00:00,4.496728979142272,4.314782341549368,4.512457513977271,4.315365109119902
2024-05-01 06:10:00,4.052769802740425,3.0996065942169793,4.064058745811405,3.100189361787514
2024-05-01 06:20:00,4.123572613140471,3.784208930106857,4.135569584315444,3.7847916976773917
2024-05-01 06:30:00,5.2113381920840816,5.799437544303025,5.234212819048494,5.80002031187356
2024-05-01 06:40:00,5.326743823123461,4.413349470421089,5.350772506398268,4.413932237991624
2024-05-01 06:50:00,5.2324953101395835,5.294728659618997,5.255581508284553,5.295311427189532
2024-05-01 07:00:00,4.4274852554978885,5.204286041449201,4.442521353096446,5.204868809019736
2024-05-01 07:10:00,5.09210229486391,6.962362072256255,5.113784562856125,6.96294483982679
2024-05-01 07:20:00,5.0426733918326185,3.47371057148046,5.063861370794523,3.4742933390509947
2024-05-01 07:30:00,5.140604791017395,1.0415492836748825,5.1627720839711415,1.0421320512454173
2024-05-01 07:40:00,5.619151544149272,5.96352123662777,5.646104304634338,5.964104004198305
2024-05-01 07:50:00,5.182374636451957,2.9978337081893898,5.204959627860045,2.9984164757599245
2024-05-01 08:00:00,5.512864755737567,5.71974463332225,5.538754648338514,5.720327400892785
2024-05-01 08:10:00,5.091747604670299,4.085174692200795,5.1134263257605745,4.0857574597713295
2024-05-01 08:20:00,5.248685553403163,2.882213197888291,5.271933653980767,2.8827959654588255
2024-05-01 08:30:00,5.485104330022718,3.6664119508645285,5.510716618366526,3.6669947184350633
2024-05-01 08:40:00,4.015138049061743,6.693659286925673,4.026050674595933,6.694242054496208
2024-05-01 08:50:00,4.798373765595574,6.76687020702186,4.817118748295108,6.767452974592395
2024-05-01 09:00:00,4.6749440934766895,2.571547095019781,4.69245477945503,2.572129862590316
2024-05-01 09:10:00,4.534134424637578,2.5717428767941257,4.5502370139275286,2.5723256443646605
2024-05-01 09:20:00,4.760998611306729,4.221221280671266,4.779369842463364,4.2218040482418004
2024-05-01 09:30:00,5.967439199676512,0.19370247472792101,5.646545008774556,0.19428524229845578
2024-05-01 09:40:00,4.277445772840206,2.3664556590613444,4.290981475612181,2.367038426631879
2024-05-01 09:50:00,5.5190719982259715,1.4629894447421563,5.545023963251804,1.463572212312691
2024-05-01 10:00:00,3.616262135535724,1.9561451945131765,3.6231860019346556,1.9567279620837112
2024-05-01 10:10:00,4.508136132019491,-0.525477815507088,4.52397873838326,-0.5248950479365533
2024-05-01 10:20:00,4.800109620516359,-2.2255224010213723,4.818871961765094,-2.2249396334508376
2024-05-01 10:30:00,5.035562986130099,-3.380475039591822,5.056679861034972,-3.379892272021287
2024-05-01 10:40:00,5.057549373636881,-1.6577657318253358,5.078886112416825,-1.657182964254801
2024-05-01 10:50:00,5.045040761827845,-0.5291008359701337,5.066252414489696,-0.5285180683995989
2024-05-01 11:00:00,4.171190013177423,-0.3870443116503566,4.1836631583527755,-0.3864615440798218
2024-05-01 11:10:00,4.01291790502685,3.8848376004360503,4.0238083291206905,3.885420368006585
2024-05-01 11:20:00,4.85415869278539,2.0334511431302644,4.8734615247568165,2.034033910700799
2024-05-01 11:30:00,4.032501095092616,-2.291470589612942,4.043587351087115,-2.290887822042407
2024-05-01 11:40:00,3.182185822871663,0.13963920973534982,3.1847689261439562,0.1402219773058846
2024-05-01 11:50:00,3.1866214087427025,-1.5580549210730155,3.189248867873708,-1.5574721535024807
2024-05-01 12:00:00,3.2371606161417787,-1.5002733352477122,3.2402934673467705,-1.4996905676771775
2024-05-01 12:10:00,4.125841378845287,-0.7479633355431048,4.137861037677315,-0.74738056797257
2024-05-01 12:20:00,,-0.06665876947488414,4.096669835264766,-0.06607600190434937
2024-05-01 12:30:00,4.0442746413946935,-2.1691177443686698,4.055478632852214,-2.168534976798135
2024-05-01 12:40:00,3.1481275573223435,0.45239266243029874,3.1503700779391366,0.4529754300008335
2024-05-01 12:50:00,3.4410786248956917,-4.1429032807991035,3.446250656188223,-4.142320513228569
2024-05-01 13:00:00,3.6476536105223616,-2.0289694282112407,3.6548913916711534,-2.028386660640706
2024-05-01 13:10:00,2.869699690143719,2.972276765661647,2.8691579320887293,2.9728595332321817
2024-05-01 13:20:00,3.2794717963526843,-1.9570355264396042,3.2830277593597827,-1.9564527588690694
2024-05-01 13:30:00,2.366978242098373,0.284508983763466,2.3614092695629303,0.2850917513340008
2024-05-01 13:40:00,2.4440247334445395,-2.5761056692013256,2.439226225822562,-2.575522901630791
2024-05-01 13:50:00,2.2961517642846907,-1.7732199304111802,2.289874526971108,-1.7726371628406454
2024-05-01 14:00:00,1.588989934176361,-3.222272717397047,1.5756410785616985,-3.221689949826512
2024-05-01 14:10:00,2.627307519795316,-3.6216607692717133,2.6243418400368377,-3.6210780017011786
2024-05-01 14:20:00,1.8159724536210895,-5.010060708610538,1.8048934232008733,-5.009477941040004
2024-05-01 14:30:00,2.0093462086008103,-2.7587595483445,2.000200915730396,-2.758176780773965
2024-05-01 14:40:00,2.1912309235910534,-5.488625158513692,2.1839044778705343,-5.488042390943157
2024-05-01 14:50:00,2.0195944259711034,-2.6183982633581593,2.010551615274391,-2.6178154957876245
2024-05-01 15:00:00,2.023459402288804,-1.940750615083914,2.0144552413552645,-1.9401678475133792
2024-05-01 15:10:00,1.3379182059733985,-3.5376653818928645,1.3220586330767112,-3.5370826143223297
2024-05-01 15:20:00,0.9583680414455991,-5.0001879849412205,0.9387129669036298,-4.999605217370686
2024-05-01 15:30:00,1.0454944607550516,-3.6741928564523008,1.0267106504061765,-3.673610088881766
2024-05-01 15:40:00,-0.23426288628246894,-5.351288636781831,-0.26584427010171297,-5.350705869211296
2024-05-01 15:50:00,-0.22142667891196766,-3.0119670953274706,-0.2528797006575161,-3.011384327756936
2024-05-01 16:00:00,-0.2903959668794265,-8.692209448002401,-0.32253868150464626,-8.691626680431867
2024-05-01 16:10:00,-0.2192216483014846,-5.8440834173095695,-0.2506526197409258,-5.843500649739035
2024-05-01 16:20:00,0.6016214813890528,-9.29501949464182,0.5783989412465154,-9.294436727071286
2024-05-01 16:30:00,-0.4694006133747344,-8.44102100648238,-0.5033333744649049,-8.440438238911845
2024-05-01 16:40:00,-0.25774098914714827,-2.8575790294368417,-0.28955715399505166,-2.856996261866307
2024-05-01 16:50:00,0.7590097267917919,-3.926162982051622,0.7373610691032866,-3.925580214481087
2024-05-01 17:00:00,-0.557062558360208,-7.283474967118202,-0.5918719389002334,-7.282892199547668
2024-05-01 17:10:00,0.05170654916415174,-8.97418366062481,0.022984859699366922,-8.973600893054275
2024-05-01 17:20:00,-1.2744565729278712,-12.01950781340495,-1.3164398936135733,-11.025192008750942
2024-05-01 17:30:00,-0.9204385210076929,-7.2952580224243135,-0.9588816611741962,-7.294675254853779
2024-05-01 17:40:00,-1.5965394517558629,-1.4817315975159815,-1.6417436012298516,-1.4811488299454467
2024-05-01 17:50:00,-1.322769071906599,-5.563501673260433,-1.365235517582093,-5.562918905689898
2024-05-01 18:00:00,-0.6500295860096017,-7.659475594032671,-0.685768636826122,-7.658892826462136
2024-05-01 18:10:00,-2.598894848642857,-5.713523888286339,-2.6541225520857132,-5.712941120715804
2024-05-01 18:20:00,-1.2357748912447164,-9.865189114795179,-1.2773713951135903,-9.864606347224644
2024-05-01 18:30:00,-1.521984153714559,-7.4336864891380685,-1.5664427502081288,-7.433103721567534
